Book Reference #,Title,Author,Rating,Report Link
435,Lolita,Vladimir Nabokov,3,https://drive.google.com/file/d/1_20PZ4Q82800zm1OdbGZmLFjGkN1We6n/view?usp=share_link
,Lonesome Dove ,Larry McMurtry,4,https://drive.google.com/file/d/1vZPFDSdwHcktuXoDWKCiYE4jINy1L3BZ/view?usp=drive_link
446,Long Way Down,Jason Reynolds,2,https://drive.google.com/file/d/1qDPlvflAaB63KRBhA3pn_4z331_bxrzt/view?usp=share_link
434,Looking For Alaska,John Green,3,https://drive.google.com/file/d/1zxAe8CpnyeOYlIRoMt1aRqiOHKowTMPd/view?usp=share_link
457,Lord of the Flies,William Golding,1,https://drive.google.com/file/d/1kpIY-_gQzSM_lBVhGCJMxna0UpKXzlYU/view?usp=share_link
424,Losing Hope,Colleen Hoover,4,https://drive.google.com/file/d/1OGiqfhS9ZPfP7NJ1EFuNemSOb7y1le8F/view?usp=share_link
,Love and Other Words,Christina Lauren,4,https://drive.google.com/file/d/1ns1DkOnEuonSL3z9fCpndlQDitS3tA-i/view?usp=sharing
,Love in 280 Characters or Less,Ravynn K Stringfield,3,https://drive.google.com/file/d/1yOSy4cVRMEKYmdKn3nI8j8ow0VdckNnI/view?usp=sharing
456,Love Is Love,"Michael Genhart, PhD",1,https://drive.google.com/file/d/1HMeVKV0U4bpMwb5J4Gkqu92wUFqM1RIR/view?usp=share_link
,Love Lettering,Kate Clayborn,4,https://drive.google.com/file/d/1SUVVoxKqIQnGFuhWnBMa5ZnRykGHL1Xs/view?usp=sharing
423,Love Lies Beneath,Ellen Hopkins,4,https://drive.google.com/file/d/1YyDegxiyDzBwQMPcpaKCG7WtuJZNDJ_x/view?usp=share_link
455,Love Makes a Family,Sophie Beer,1,https://drive.google.com/file/d/1dGL3OHmXjw6J-CnUcRAmhR0QIcyr0TpJ/view?usp=share_link
,Love on the Brain,Ali Hazelwood,4,https://tinyurl.com/yt84zrnz
,Love Spells Trouble,Nia Davenport,2,https://drive.google.com/file/d/1c_DSDdXOFvVxFsJ1SE3-_wOdA1W6i9Ll/view?usp=sharing
,Love Theoretically,Ali Hazelwood,5,https://drive.google.com/file/d/1TChZLPpw9OH5X_WyT_eKbDZTyW5osmuU/view?usp=sharing
454,"Love, Violet",Charlotte Sullivan Wild,1,https://drive.google.com/file/d/1T4CPczFAkCxjDVRxai0j1PiwE6k9lUXk/view?usp=share_link
433,Loveless,Alice Oseman,3,https://drive.google.com/file/d/1G5zdYVo_9tm4mRrO9JtkmTzj_U39-7hv/view?usp=share_link
420,Lucky,Alice Sebold,5,https://drive.google.com/file/d/1UxS4d4PAuluMeeViwKFWKJhexBrgeLKs/view?usp=share_link
422,Lullaby,Chuck Palahniuk,4,https://drive.google.com/file/d/1mkAHW9t_H4VLgplgfQhY-v3MtJtHYDef/view?usp=share_link
445,Luna,Julie Anne Peters,2,https://drive.google.com/file/d/1OZepOSIfER0mvBNspU9zvdiTsyyfUh0r/view?usp=share_link
453,Lunch From Home,Joshua David Stein,1,https://drive.google.com/file/d/1DoDIBzZ7_V2lbEZPb06xV3ZYp5adpN1J/view?usp=share_link
,Lush ,Natasha Friend,3,https://drive.google.com/file/d/1TyuUQpcTwcq_JcLofJkC8Tq5NAGP-lLd/view?usp=drive_link
492,Magnolia Flower,Zora Neale Hurston adapted by Ibram X. Kendi,1,https://drive.google.com/file/d/1HOeL7rqw5Ev8kTmj9KPbwA3YwxqZS6pt/view?usp=drive_link
493,Maiden and Princess,Daniel Haack and Isabel Galupo,1,https://drive.google.com/file/d/17pC3F-Pk-poqjAuISOykzvpUufbG6VnW/view?usp=drive_link
471,Making A Baby,Rachel Greener,3,https://drive.google.com/file/d/1MwW4TEBwSQMQSUScaOWq4RYP_ugmOK9F/view?usp=drive_link
494,Mama and Mommy and Me in the Middle,Nina LaCour,1,https://drive.google.com/file/d/1p_8ttNx8IFBQGqceTo169fCFSllNQ7-5/view?usp=drive_link
465,Man O' War,Cory McCarthy,4,https://drive.google.com/file/d/1af98gEjWJqUXFFl8kdwcGdlnMK8_OgsQ/view?usp=drive_link
466,Margo Zimmerman Gets the Girl,Brianna R. Shrum and Sara Waxelbaum,4,https://drive.google.com/file/d/1wcQZSyqku3NtgEBeKQ9HeuFSs8GGH__7/view?usp=drive_link
472,Marriage of a Thousand Lies,SJ Sindu,3,https://drive.google.com/file/d/1ujDZeTpSqQER7kSXAHukTTwzBeeAIbb5/view?usp=drive_link
495,Marvin Redpost: Is He A Girl?,Louis Sachar,1,https://drive.google.com/file/d/1-SPtsKT6NXDrvMDiPm5qGP6ZUqvPqYTS/view?usp=drive_link
480,Maus 1: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,2,https://drive.google.com/file/d/1a4CKM5FVbhMSpRlpFK03w6Ssux1ZdtS6/view?usp=drive_link
481,Maus 2: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,2,https://drive.google.com/file/d/1MCURshEARlzxBkekskWYDzRB02rYnR0B/view?usp=drive_link
511,Max and the Dumb Flower Picture,Martha Alexander,0,https://drive.google.com/file/d/1zhW5kGBrXVuWtUNDdrc-nFtXbcw7DbHr/view?usp=drive_link
496,Max and the Talent Show,Kyle Lukoff,1,https://drive.google.com/file/d/108cpefL7nufuTuRfxlTUcnQqnAhrmhBT/view?usp=drive_link
497,Max on the Farm,Kyle Lukoff,1,https://drive.google.com/file/d/1sOE1zGG97xlluUhvGXvXmY4UCvJW9kAO/view?usp=drive_link
512,May Your Life Be Deliciosa,Michael Genhart,0,https://drive.google.com/file/d/1O-q-yxMG_v4vBeRovrD8fJ68Z9UvlMLP/view?usp=drive_link
467,Maybe Not,Colleen Hoover,4,https://drive.google.com/file/d/1BzgY9scy8RtvGJCXCAYrkw9LJVWLha_w/view?usp=drive_link
468,Maybe Now,Colleen Hoover,4,https://drive.google.com/file/d/1hA5X6pXGdEFaMAZhezRCFSElvvPgW9N8/view?usp=drive_link
469,Maybe Someday,Colleen Hoover,4,https://drive.google.com/file/d/1sVI10C8ocmSr7jWi-jeu72IFlgTtM3I-/view?usp=drive_link
498,Me & My Dysphoria Monster,Laura Kate Dale,1,https://drive.google.com/file/d/1cr7gEPA-nRiNazxhTiLdvmKNTnNfOmlL/view?usp=drive_link
473,Me and Earl and the Dying Girl,Jesse Andrews,3,https://drive.google.com/file/d/1eM6StoX5ErqydG3cFwXpDiDHOXKQbcbo/view?usp=drive_link
482,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,2,https://drive.google.com/file/d/1P_ppeqPqtlcVdAY-Bbe5-_4HvDwqkj1_/view?usp=drive_link
,Me Being Me Is Exactly as Insane as You Being You,Todd Hasak-Lowy,4,https://drive.google.com/file/d/1SnEDK3OeaFNFtsKWT9aC5Zt_tBVpktCc/view?usp=sharing
483,Meet Cute,Various,2,https://drive.google.com/file/d/1ppVcPCAq1XvM43wH_lHPyW7618c3Na18/view?usp=drive_link
486,Meg & Linus,Hanna Nowinski,2,https://drive.google.com/file/d/16t5fo5vko3SJQfkS1CHC2HKCRi0P71mp/view?usp=drive_link
484,"Meg, Jo, Beth, and Amy: A Modern retelling of Little Women",Rey Terciero and Bre Indigo,2,https://drive.google.com/file/d/10I9UBlSW5u834ZEMXAg37_THRurpmYqe/view?usp=drive_link
485,Melissa,Alex Gino,2,https://drive.google.com/file/d/1Vg7rU4moKJwxIa-gaYSP1rdgckYY6p51/view?usp=drive_link
,Mercy,Jodi Picoult,4,
514,Mermicorn Island: Wish Upon a Shark,Jason June,0,https://drive.google.com/file/d/1z7kZkINNhXVH0xvy6Oa2pCzf7AkmWF81/view?usp=drive_link
487,Messy Roots: A Graphic Memoir of a Wuhanese American,Laura Gao,2,https://drive.google.com/file/d/1kT0810ZZZgm_e-rAxvvJGN-CYAWU8B_O/view?usp=drive_link
488,Middle School's a Drag,Greg Howard,2,https://drive.google.com/file/d/13iXFmaYErYf0JAQtI96SlHVYwLiL_ymV/view?usp=drive_link
470,Milk and Honey,Rupi Kaur,4,https://drive.google.com/file/d/1RPZiFrIbjlcHQYUYljPu9B0aVpb77lhw/view?usp=drive_link
499,Milo Imagines the World,Matt de la Pena,1,https://drive.google.com/file/d/1q5uS_bp82OjzmFspCfd2lJUelJ9mbJwH/view?usp=drive_link
500,Miosotis Flores Never Forgets,Hilda Eunice Burgos,1,https://drive.google.com/file/d/1brk8UvwI77gaKCTBebLU0RK0kN4AfT3P/view?usp=drive_link
501,Mom and Mum Are Getting Married,Ken Setterington,1,https://drive.google.com/file/d/1tnKKI91gAKw5GWuR9ROt7HLXyZpEhvOR/view?usp=drive_link
475,Monday's Not Coming,Tiffany D. Jackson,3,https://drive.google.com/file/d/1eP3paamHiCxrcUopVIv0DXjKZrWVLjmx/view?usp=drive_link
,Monsters,Ilsa J. Bick,5,https://drive.google.com/file/d/1kAcFC4AWZ9LnuVUeaVt6l4vUASpdl00n/view?usp=sharing
476,Monsters: A Fan's Dilemma,Claire Dederer,3,https://drive.google.com/file/d/1GPUjVncACuGRJ1eNBi3rqDt5Ah55xrGU/view?usp=drive_link
477,More Happy Than Not,Adam Silvera,3,https://drive.google.com/file/d/1lTFVYMu7sxl3jE6IHRq44aIwEbNpC0qy/view?usp=drive_link
478,Moxie,Jennifer Mathieu,3,https://drive.google.com/file/d/1blUDq-oGZJwRuo0xrKBOr_fVrU1HxwrV/view?usp=drive_link
479,My Body is Growing: A Guide for 4-to 8-Year-Olds,Dagmar Geisler,3,https://drive.google.com/file/d/1ZuaoqIy_JfOA6KB-LgvhjIr4thMl-QfI/view?usp=drive_link
,My Dark Vanessa: A Novel,Kate Elizabeth Russell,5,
489,My Fate According to the Butterfly,Gail D. Villanueva,2,https://drive.google.com/file/d/1_cMUqU0oP9DkkW8QVM5tfhusZa-oCqhV/view?usp=drive_link
,My Fault,Mercedes Ron,4,https://tinyurl.com/jz765h8u
503,My Footprints,Bao Phi,1,https://drive.google.com/file/d/1lv5r-k3FXIjtcypmiQuW_aMpMenk9i9I/view?usp=drive_link
490,My Friend Dahmer,Derf Backderf,2,https://drive.google.com/file/d/1vHjwbG5kQ4pllkJhIpPTb3DWaS7SrdMS/view?usp=drive_link
,My Heart is a Chainsaw,Stephen Graham Jones,4,
491,My Jim,Nancy Rawles,2,https://drive.google.com/file/d/16b_penyxSCu2pTVCeX7B9ieG-WVHx1Ia/view?usp=drive_link
504,My Maddy,Gayle E. Pitman,1,https://drive.google.com/file/d/1duBuC4TrXFW6cFCjGhqU8yblMtYhb8J5/view?usp=drive_link
515,My People,Langston Hughes,0,https://drive.google.com/file/d/1TnUc11fK4sdsN-6w_QLsw3Tmmki7mIjU/view?usp=drive_link
505,My Princess Boy,Cheryl Kilodavis,1,https://drive.google.com/file/d/1MLuscCBd5KC5H1aP_Y68NdpMlQ-xOxqZ/view?usp=drive_link
506,My Rainbow,Trinity and DeShanna Neal,1,https://drive.google.com/file/d/1ZXD64mhLPS15JDOarWadLPsn8-PwISdN/view?usp=drive_link
,My Salinger Year , Joanna Rakoff,3,https://drive.google.com/file/d/165p6_UxsWdv_4piDj8GwWO_yhIqb1RRA/view?usp=sharing
,My Shadow is Blue,Scott Stuart,1,https://drive.google.com/file/d/197mRJ2hrOFa_VfqYb0IPq0c2Bn5ivmop/view?usp=sharing
507,My Shadow is Pink,Scott Stuart,1,https://drive.google.com/file/d/1TLtHaSwiOl1Fk869V0pwoh1C9YUrczZ1/view?usp=drive_link
508,My Shadow is Purple,Scott Stuart,1,https://drive.google.com/file/d/1-FoCHDgnC8ayQvRJvcgTo_lARAlr00aF/view?usp=drive_link
509,"My Sister, Daisy",Adria Karlsson,1,https://drive.google.com/file/d/1IjSYUxc7ZXk4qSxCUBJF4KqmZoRaONky/view?usp=drive_link
516,My Very Own Space,Pippa Goodhart,0,https://drive.google.com/file/d/1s8JqH4YOfYSN-B6bkazbvrSGHvZtePj7/view?usp=drive_link
529,Nate The Great and the Sticky Case,Marjorie Weinman Sharmat,2,https://drive.google.com/file/d/15rA05UWmZBV8zBL_N1AU6vXfH5fm8UKX/view?usp=drive_link
523,Native Son,Richard Wright,3,https://drive.google.com/file/d/1ruaVUsPaOL6stjiN0MYHJ-MKFrv5worI/view?usp=drive_link
524,Neanderthal Opens the Door to the Universe,Preston Norton,3,https://drive.google.com/file/d/1HxxRTaiis564uDc-n_RFwXpYnCjlOc8S/view?usp=drive_link
534,Never Lore,T&N Okerlund,1,https://drive.google.com/file/d/1kCConvQZmJsgdvKZU7z3IkoEISdGeImf/view?usp=drive_link
,Never Never,Colleen Hoover and Tarryn Fisher,3,https://drive.google.com/file/d/1H4na-3FP6Er148FVe1rWvaRGbhSapYhC/view?usp=sharing
530,Never Vacation With Your Ex,Emily Wibberley and Austin Siegmund-Broka,2,https://drive.google.com/file/d/1sABEQHi36wsdmzm1gl5YIyrRke7f105q/view?usp=drive_link
535,New Kid,Jerry Craft,1,https://drive.google.com/file/d/1qtJTzsoXYSHgi1CPeWcC0d_ZsSCEC_hX/view?usp=drive_link
517,New Millennium Boyz,Alex Kazemi,5,https://drive.google.com/file/d/1LlETVb_QyC63EC2SZZcxlUx6Aw4KYm5m/view?usp=drive_link
525,Nick and Charlie,Alice Oseman,3,https://drive.google.com/file/d/16QSM6gzmG_Q3pu_Anij1MBFy55IuZ9Px/view?usp=drive_link
526,Night,Elie Wiesel,3,https://drive.google.com/file/d/1X1GM9AIda4NjvUumHYkSuoOWwDFkMqrJ/view?usp=drive_link
519,Nineteen Minutes,Jodi Picoult,4,https://drive.google.com/file/d/14dKNVYL_5akUkgZRs39shHC82caIcgDV/view?usp=drive_link
520,Normal People,Sally Rooney,4,https://drive.google.com/file/d/1itTHDhxjxNFlAlhoAXwrsz4ZInhPBtWX/view?usp=drive_link
,Not Forever but For Now,Chuck Palahniuk,5,https://drive.google.com/file/d/1qDpdjgOE_55kpv9aHRu1D3YK0UsszoF1/view?usp=drive_link
536,"Not He Or She, I'm Me",A. M. Wild,1,https://drive.google.com/file/d/1QuxpqWLpdqCKoT4m3oSFV0_fmQ80-6yL/view?usp=drive_link
531,Not My Idea: A Book About Whiteness,Anastasia Higginbotham,2,https://drive.google.com/file/d/1XLdDUZa1vBtSlSN_kiJh0YJLXf-F89Gy/view?usp=drive_link
527,Not My Problem,Ciara Smyth,3,https://drive.google.com/file/d/1IpTrKR1qlB4wro8bUp9uCYraZVed1_rr/view?usp=drive_link
532,Not Otherwise Specified,Hannah Moskowitz,2,https://drive.google.com/file/d/1WpACkVn4Kv48DL1KXMPjbqPh5_HcdrmL/view?usp=drive_link
,Not Quite Snow White ,Ashley Franklin,1,https://drive.google.com/file/d/17GEnJtAXszMe-klOQVpriWmh4zhJ3Nbe/view?usp=drive_link
521,Not That Bad: Dispatches from Rape Culture,Roxane Gay,4,https://drive.google.com/file/d/1QmY5MvHyq5YSrfemB7kwhrlsb0OrG4TR/view?usp=drive_link
,Notes on a Silencing: A Memoir,Lacy Crawford,4,https://drive.google.com/file/d/1BNeOMi9ZneZ6k_E8qnTS-I7xcnLuVAfs/view?usp=sharing
533,Nothing Like You,Lauren Strasnick,2,https://drive.google.com/file/d/1sY6MMBldLR9qDAFpKcnw4RrTBcDPkico/view?usp=drive_link
,Now I Rise,Kiersten White,4,https://drive.google.com/file/d/1K42-cY8hYOVQjLpd5xe8hTvkPhK6Zem3/view?usp=sharing
550,Occulted,Amy Rose and Ryan Estrada,2,https://drive.google.com/file/d/1HQRYWulv3aJEbBR_OkHmIhQ8YI-tYYfi/view?usp=drive_link
552,"Oh, the Things We're For!",Innosanto Nagara,1,https://drive.google.com/file/d/1NEZ1z77mgidhwt_v5ZWfNM1z0at_SW0a/view?usp=drive_link
551,On the Bright Side I'm Now the Girlfriend of a Sex God,Louise Rennison,2,https://drive.google.com/file/d/1YqHhNPMUVkG5--HG9Isq5i2zf368G9k5/view?usp=drive_link
553,Once Upon a Tim,Stuart Gibbs,1,https://drive.google.com/file/d/1XOocN27aMPqkl6fmGjolM74DcfplHeU7/view?usp=drive_link
,One Dark Window,Rachel Gillig,4,https://drive.google.com/file/d/1IvQxyk-CHGUAfcnsz6guCE3MVTF_PRQU/view?usp=sharing
,One Golden Summer,Carley Fortune,4,https://drive.google.com/file/d/1AIUedPqGrh8L0u0MlakVUCtKxFJ_jclX/view?usp=drive_link
545,One Last Stop,Casey McQuiston,4,https://drive.google.com/file/d/1GGm8xzPfZwGOOTJADtPbX0huEds4jUAz/view?usp=drive_link
,Onyx Storm,Rebecca Yarros,4,
544,"Opposite Sex: Gay Men on Lesbians, Lesbians on Gay Men",Sara Miles and Eric Rofes,5,https://drive.google.com/file/d/1ucLeO-ELx5dF9exRkp8vy3wM6JjmEJLH/view?usp=drive_link
,Opposition,Jennifer Armentrout,4,https://drive.google.com/file/d/1mLkHaTEDh3EPbeMXbX8cNZGy8aw4SwSk/view?usp=sharing
548,Optimists Die First,Susin Nielsen,3,https://drive.google.com/file/d/1x5Z8SFpo_eSERNz-ikbScwFnXWNTRfV1/view?usp=drive_link
546,Oryx and Crake,Margaret Atwood,4,https://drive.google.com/file/d/1zMJSXPvXwXvv8YVwZqalPpt7z0WqSept/view?usp=drive_link
,Our Fault,Ron Mercedes,4,https://tinyurl.com/mwpwrrrf
554,Our Skin: A First Conversation about Race,"Megan Madison, Jessica Ralli, and Isabel Roxas",1,https://drive.google.com/file/d/1ijfHdEbRkUAtBuB9rMLPgCkysYpP3D-Y/view?usp=drive_link
549,Out of Darkness,Ashley Hope Perez,3,https://drive.google.com/file/d/1k1bpESrJtlBIHBwNTNEhEOCIwLCrTPbc/view?usp=drive_link
557,"Owl Diaries: Get Well, Eva",Rebecca Elliott,0,https://drive.google.com/file/d/1SiklzN_XnIa6o6KRqWEwygLnrAAI9QPj/view?usp=drive_link
573,P is for Pterodactyl,Raj Hadar and Chris Carpenter,1,https://drive.google.com/file/d/1NfQ7tMRi98RS0BrdCgGf4E624ughIi5z/view?usp=drive_link
560,Pageboy,Elliot Page,4,https://drive.google.com/file/d/1vLQqCHJnx2w1SKQifhL8dmLPQQwNwWzG/view?usp=sharing
574,Paintball With Dragons,Hope Bolinger,1,https://drive.google.com/file/d/15YvaSqy_bALmEP0gbvk79RdopBC-0uav/view?usp=drive_link
576,"Papa, Daddy, and Riley",Seamus Kirst,1,https://drive.google.com/file/d/1okYQtVoz2cBlA5L67uWCT6EM3V2P9U25/view?usp=drive_link
591,Pass It On,Sophy Henn,0,https://drive.google.com/file/d/1FmMGYrtXisS_gsMp_jZ9XvLxw1WMfIMp/view?usp=drive_link
577,Patrick's Polka-Dot Tights,Kristen McCurry,1,https://drive.google.com/file/d/1Y0jSNLzN3RQiDgarOXgFkLEfhnkqci16/view?usp=drive_link
561,People Kill People,Ellen Hopkins,4,https://drive.google.com/file/d/1tLlITuI2rL6frHVn-L28rpH_BLxfHpXi/view?usp=drive_link
578,People of Pride RuPaul Charles,Little Bee Books,1,https://drive.google.com/file/d/1ur-MnPFqwUT0aBtNzCeoDYGcsJQKAiHo/view?usp=drive_link
,People We Meet on Vacation,Emily Henry,4,https://drive.google.com/file/d/1UplLaeBrrFwFDZOxfiY8YtQNCK4T5qKr/view?usp=drive_link
579,Perfect,Kiri Jorgensen,4,https://drive.google.com/file/d/1wZz2K2N4BxIEfnIYcpr8pthXgvW-x-YQ/view?usp=drive_link
562,Perfect,Ellen Hopkins,1,https://drive.google.com/file/d/1-pdZVQGoC-51TwksIh1OlyNd9fSh07uE/view?usp=drive_link
564,Perfect Chemistry,Simone Elkese,3,https://drive.google.com/file/d/189Fn6IJjvFFkiaYj-oO3xUyWOZsK5TVx/view?usp=drive_link
569,Pet,Akwaeke Emezi,2,https://drive.google.com/file/d/10IJkt-B3zNZP9SxeOqMKUk7UAffn3bo7/view?usp=drive_link
580,Phoebe and Her Unicorn: A Heavenly Nostrils Chronicle (Book 1),Dana Simpson,1,https://drive.google.com/file/d/1lkhE-oZW-Ct5DUBT8Y2WfcatlsgSnv3L/view?usp=drive_link
570,Piggy: Infected,Terrance Crawford,2,https://drive.google.com/file/d/1Abhp68Qko5GV-ZR_QZkvz-VDqPaSZTzQ/view?usp=drive_link
581,"Pink, Blue, and You",Elise Gravel and Mykaell Blais,1,https://drive.google.com/file/d/1xkfLaXIEGDknWE1CbwW2kVZGdWHHc0y_/view?usp=drive_link
565,Plan A,Deb Caletti,3,https://drive.google.com/file/d/1JKbfMb8FiqOyae3Z2V4h1_z-RHpJYgeh/view?usp=drive_link
,Playing the Whore: The Work of Sex Work,Melissa Gira Grant,4,https://drive.google.com/file/d/1TmYloSPxxr_-w7poBUgqds6ZydGR2XLq/view?usp=drive_link
582,Playing Wicked,Alex R. Kahler,1,https://drive.google.com/file/d/1c9Nnh0fK3ErT8MzXUGLQ6kX3JUx4Wprl/view?usp=drive_link
583,Plum: How the Sugar Plum Fairy Got Her Wings,Sean Hayes and Scott Icenogle,1,https://drive.google.com/file/d/16UEd1vF6ZMUPWqOn3mtWxRuTrbdpaWED/view?usp=drive_link
567,Point of Retreat,Colleen Hoover,3,https://drive.google.com/file/d/16W_4ZtmeII9gHz5yLIjkFLqyy7JHgby7/view?usp=drive_link
,Ponies,Kij Johnson,3,https://drive.google.com/file/d/1XdcM7jfEVumeiSqbNFv8UfXqkqx-gapj/view?usp=sharing
558,Portnoy's Complaint,Philip Roth,5,https://drive.google.com/file/d/1SiIBp2kPBxNksYjjaRnm9W4M0LhHa814/view?usp=drive_link
,Pretty Little Liars: A Novel,Sara Shepard,4,
584,Pride Puppy!,Robin Stevenson,1,https://drive.google.com/file/d/1ppf70Cn0JBCG2gDSyOvAYxR2J0BUPXqD/view?usp=drive_link
585,Prince and Knight,Daniel Haack,1,https://drive.google.com/file/d/1BW-QSsdSSjvREZH0gDYQBBFpI9I_H1SS/view?usp=drive_link
586,Prince and Knight: Tale of the Shadow King,Daniel Haack,1,https://drive.google.com/file/d/1fEigMVmGEjgntMpTZc-E9j_saxYPcyoa/view?usp=drive_link
589,Protesting Police Violence In Modern America,Duchess Harris,1,https://drive.google.com/file/d/1dq2vf-2MEUZAXgDafDwm7FANXbI3Wv4D/view?usp=drive_link
590,Pumpkin Heads,Rainbow Rowell,1,https://drive.google.com/file/d/1B04_LGGGK4xRdsLi-6hYVojh_w3egj_L/view?usp=drive_link
,Punk 57,Penelope Douglas,5,
559,Push,Sapphire,5,https://drive.google.com/file/d/1zydyewpaQLfch7lgjDyA9X3RCKWl8Iqt/view?usp=drive_link
594,Queen of Shadows,Sarah J. Maas,3,https://drive.google.com/file/d/1pUEeCgC19nUegoj6WBoSAq_gHpt4DJWw/view?usp=share_link
,"Queer, There, and Everywhere",Sarah Prager,4,https://drive.google.com/file/d/1Mtjh0c9wob1iRvXYDiBvhpHJrA7IlIo-/view?usp=sharing
593,Queer: A Graphic History,Meg-John Barker and Jules Scheele,4,https://drive.google.com/file/d/1EYmUSAJGhzrDTYDyPvkayJRqsq5RaOgA/view?usp=share_link
595,Queer: The Ultimate LGBTQ Guide for Teens,Kathy Belge and Marke Bieschke,4,
597,Queerceanera,Alex Crespo,2,https://drive.google.com/file/d/15NOFeauP9MIOS5yLwmRLiYSLeJtx_4Ju/view?usp=share_link
599,Questions and Feelings About Racism,Anita Ganeri,1,https://drive.google.com/file/d/102LIa_flSc6Cx9DAw-TskMPma4co05rg/view?usp=share_link
,Rabbit & Robot ,Andrew Smith,4,https://drive.google.com/file/d/1rmrPtawnM9MUYnS4HgxxI8euEfzKMbs7/view?usp=sharing
611,Race and Policing in Modern America,Duchess Harris,2,https://drive.google.com/file/d/1IcU9q4C_gJuK6JUjHeMLzQ_ERjad-kTp/view?usp=drive_link
617,Race Cars,Jenny Devenny,1,https://drive.google.com/file/d/1ZbiIPxQ27tRLq1lsCpDnY2vNG8LOjDjW/view?usp=drive_link
618,Racial Justice in America: How Can I Be an Ally?,Fatima D. El-Mekki and Kelisa Wing,1,https://drive.google.com/file/d/1jq6IlxaC2ltIiH-cDFSyrWCKuaJOQwmM/view?usp=drive_link
619,Racial Justice in America: What is the Black Lives Matter Movement?,Hedreich Nichols and Kelisa Wing,1,https://drive.google.com/file/d/1HrO4xnFBaOfkW8w3gy33mQBKvchVTA31/view?usp=drive_link
620,Racial Justice in America: What is White Privilege?,Leigh Ann Erickson and Kelisa Wing,1,https://drive.google.com/file/d/1viy4NR7FCDPrFupMKe08lSxPzjqEZL-L/view?usp=drive_link
,Rage,Cora Carmack,4,
621,Rainbow Boy,Taylor Rouanzion,1,https://drive.google.com/file/d/16h5qZBv5Oj3CoFnFoD088vo7HxJyahD5/view?usp=drive_link
,Rainbow Boys,Alex Sanchez,4,https://drive.google.com/file/d/1VY2Ln2iWOF1xpOnmd0-oJaBq0dyLJfVH/view?usp=sharing
604,Ramona Blue,Julie Murphy,3,https://drive.google.com/file/d/1Vg-xK6_H-fhwmHo8NmvJ0TA4EFiYqjvw/view?usp=drive_link
601,Rant,Chuck Palahniuk,4,https://drive.google.com/file/d/1FEnPaOKhZdc2ZzsTZvYh0PvdsN1NyrtR/view?usp=drive_link
613,Ready Or Not,Meg Cabot,2,https://drive.google.com/file/d/1uLJ4BvFqF6EySIO5z2EunKMkp-gY2rOz/view?usp=drive_link
605,Ready Player One,Ernest Cline,3,https://drive.google.com/file/d/156vgoD8v7IARVnAbQkiWsIKvdUTzCR1A/view?usp=drive_link
606,Real Live Boyfriends,E. Lockhart,3,https://drive.google.com/file/d/1oKP-4_DXR6WajVuHl6jKacCyCMd0odyO/view?usp=drive_link
,Reckless,Elsie Silver,5,https://drive.google.com/file/d/1jRZAkDCzuP8quL0pFvD59hscC3PzdPzc/view?usp=sharing
607,Red at the Bone,Jacqueline Woodson,3,https://drive.google.com/file/d/1GD5AoqnDXEYRHNdPg7S88pZMsDbhu4P8/view?usp=drive_link
602,Red Hood,Elana Arnold,4,https://drive.google.com/file/d/1sUWjvL7pi_4a1X0bNZCREIyfnAyfcZK8/view?usp=drive_link
603,"Red, White and Royal Blue",Casey McQuiston,4,https://drive.google.com/file/d/1pxwWMVk5rw_W_v5-mSZJK60YY8RkPN9E/view?usp=drive_link
622,Red: A Crayon's Story,Michael Hall,1,https://drive.google.com/file/d/1U_BxPGBRo8RWMIO2fEgmh5j2K4-6vbJv/view?usp=drive_link
,Redeeming 6,Chloe Walsh,5,
614,Redwood and Ponytail,K.A. Holt,2,https://drive.google.com/file/d/1UHoalDlgQDlqzKVjcGa-LNhIf_ukS6U0/view?usp=drive_link
608,Relish: My Life in the Kitchen,Lucy Knisley,3,https://drive.google.com/file/d/1Yz9DeXvDXzz-auV0nU8jj7Y4CJyv5mNf/view?usp=drive_link
623,Resistance to Slavery: From Escape to Everyday Rebellion,Cicely Lewis,1,https://drive.google.com/file/d/147mtKRY95sfScBT9Ah3BAVNFJl_jiGfP/view?usp=drive_link
609,Rethinking Normal,Katie Rain Hill with Ariel Schrag,3,https://drive.google.com/file/d/1R4qX7jProSbb4he83gj284XhhuPJNFq8/view?usp=drive_link
615,Rhymes With Witches,Lauren Myracle,2,https://drive.google.com/file/d/13hPamsmziZgI76DtPscdJF4gHLJPNLM3/view?usp=drive_link
624,Rick,Alex Gino,1,https://drive.google.com/file/d/1I-iOKPrvMqQipjCeEUDLvPRyOImb0l81/view?usp=drive_link
,Roar,Cora Carmack,4,https://drive.google.com/file/d/1_OYFJs_l6Lks9K98vU0va2IWLiSXGObI/view?usp=sharing
,Rock Bottom Girl,Lucy Score,5,https://drive.google.com/file/d/1bw2HdKfd9NRehGPyS84EaBPwMKVVJiuh/view?usp=sharing
625,Roller Girl,Victoria Jamieson,1,https://drive.google.com/file/d/1AHtr7fut0o5fuCKMw_pR-Mn1l0PTT8sE/view?usp=drive_link
