Book Reference #,Title,Author,Rating,Report Link
,11/22/1963,Stephen King,4,https://drive.google.com/file/d/1XTPNHxcCH1htXvReqeCxg6OgNXBOmO5S/view?usp=sharing
522,9-Nov,Colleen Hoover,4,https://drive.google.com/file/d/1oAJeL3PDu3uS16juRKiq9SMHThvYpsRw/view?usp=drive_link
118,#BlackLivesMatter: Protesting Racism,Rachel L. Thomas,1,https://drive.google.com/file/d/1P-1CIB1sh2tFlWgzmwL1TMx3XK8VOuoE/view?usp=drive_link
,10 Things I Can See From Here,Carrie Mac,3,https://drive.google.com/file/d/17MeaV1J5gH80IFYq6fcfv0TvEuhkPURv/view?usp=drive_link
542,"10,000 Dresses",Marcus Ewert,1,https://drive.google.com/file/d/19awRk1KP1cvdl15pwkK1NE3ew9WuWA8V/view?usp=drive_link
,"100 Questions You’d Never Ask Your Parents: Straight Answers to Teens’ Questions About Sex, Sexuality and Health","Elizabeth Henderson and Nancy Armstrong, MD",3,https://drive.google.com/file/d/1i8DR1PWIKDqFy-by4YJLcPWPHeGvWH3j/view?usp=drive_link
,100 Sideways Miles,Andrew Smith,3,https://drive.google.com/file/d/1okVISha9eVtPrnMAlexStQL6rNymH6y0/view?usp=drive_link
537,1001 Dark Nights: The Queen: A Wicked Novella,Jennifer L. Armentrout,4,https://drive.google.com/file/d/1ZtHTG_dEzC005YHa47hwOjMugte5-Smg/view?usp=drive_link
540,101 Ways To Dance,Kathy Stinson,3,https://drive.google.com/file/d/1QYP3h6_J7lWKNrvcw3L4VnFSSFNEpfih/view?usp=drive_link
538,19 Love Songs,David Levithan,3,https://drive.google.com/file/d/1gMvVZ6k9G4VDXat-EOi09MsMX4Pqjmmj/view?usp=drive_link
,1Q84,Haruki Murakami,5,https://drive.google.com/file/d/1pwDGYPHZEO8sTTjruovMBB4WiCyW0A7t/view?usp=sharing
,2024: A Graphic Novel,Ted Rall,4,https://drive.google.com/file/d/1MAGiZtzY87LwYm8YAqmH-hHIt6cdv_9F/view?usp=drive_link
,21 Proms,David Levithan,3,https://drive.google.com/file/d/13uJgVUPwOEDGulI8NJ5Zqa7UxWVqcaqb/view?usp=drive_link
539,33 Snowfish,Adam Rapp,3,https://drive.google.com/file/d/1jELUzemHDGzcROPRRqpHvhuHrFGqC8Dg/view?usp=drive_link
,9 Days & 9 Nights,Katie Cotugno,3,https://drive.google.com/file/d/1nsjpuMJbDgS_nVOfPESpCoSU856dn0nJ/view?usp=drive_link
,99 Days,Katie Cotugno,4,https://drive.google.com/file/d/1urfhWCQb2Dw7oAjcLapWEghYXZCRAVko/view?usp=drive_link
,A Beautiful Funeral,Jamie McGuire,4,https://drive.google.com/file/d/14BfCZ4nnLFr5KRb2QHQL-ygtw3o_oN7K/view?usp=sharing
,A Beautiful Wedding,Jamie McGuire,4,https://drive.google.com/file/d/1Pe9yoE5R4cLkgWgTbWwEOl6R9N9jzD6l/view?usp=sharing
,A Book of Horrors,Stephen Jones,4,
146,"A Child Called ""It""",David Pelzer,3,https://drive.google.com/file/d/1uzc7j02-CYKMM0eXlfVUDbTK0WX0L__y/view?usp=drive_link
172,A Church For All,Gayle E. Pitman,1,https://drive.google.com/file/d/1X-gheMvbsTESebaSJ4FV-0WOsDmee84D/view?usp=drive_link
133,A Clash of Kings,George R. R. Martin,4,https://drive.google.com/file/d/1ns7L8kpxvbvAQ7vOXYPtUECFg_DQ-Typ/view?usp=drive_link
134,A Clockwork Orange,Anthony Burgess,4,https://drive.google.com/file/d/108Nyo2WzSH6_4yMmYfgbH7ifVgeT2mo5/view?usp=drive_link
,A Corner of the Universe,Ann M. Martin,2,https://drive.google.com/file/d/19X-ebFWRoaOJ7gSXZhXX1lD-JQ5qBtA_/view?usp=sharing
173,A Costume for Charly,C.K. Malone,1,https://drive.google.com/file/d/1H_siqKcjcn5mPXU9eYKkbpYL-RTgdkJP/view?usp=drive_link
135,A Court of Frost and Starlight,Sarah J. Maas,4,https://drive.google.com/file/d/1CXROcEzMNujx5r90rYyzwhX2TJUx_ND-/view?usp=drive_link
136,A Court of Mist and Fury,Sarah J. Maas,4,https://drive.google.com/file/d/1VDoNHvuRzwODEcRG9yCq8Zr77XK0azMI/view?usp=drive_link
137,A Court of Silver Flames,Sarah J. Maas,4,https://drive.google.com/file/d/1_IhrvxGNMAlgUzuflyjYeFd9Q6R9rBjs/view?usp=drive_link
138,A Court of Thorns and Roses,Sarah J. Maas,4,https://drive.google.com/file/d/1ojXuDUtEi40gcDX5ZEyi5NbN2PQVSdHo/view?usp=drive_link
139,A Court of Wings and Ruin,Sarah J. Maas,4,https://drive.google.com/file/d/1vkcUzLj0O92ppazBvrN7RUPxTxfEJnWD/view?usp=drive_link
207,A Day In the Life of Marlon Bundo,Marlon Bundo with Jill Twiss,1,https://drive.google.com/file/d/1pl-8D9K9iX-TzX_jbDrVH-GXaHrsdQQr/view?usp=sharing
197,A Day No Pigs Would Die,Robert Newton Peck,2,https://drive.google.com/file/d/13RK_7Uqh1broBjBkztCl96j3UxDsWHND/view?usp=sharing
263,A Family Is A Family Is A Family,Sara O'Leary,1,https://drive.google.com/file/d/1Zz7yIZo5U_WFKQACpMtGVKuVLqr57DG_/view?usp=drive_link
277,A Game of Thrones,George R. R. Martin,3,https://tinyurl.com/2x62vbxm
271,A Game of Thrones: the graphic novel volume 1,George R. R. Martin adapted by Daniel Abraham,4,https://tinyurl.com/mw2rrmrp
278,A Game of Thrones: the graphic novel volume 2,George R. R. Martin adapted by Daniel Abraham,3,https://tinyurl.com/mr2wefd7
279,A Game of Thrones: the graphic novel volume 3,George R. R. Martin adapted by Daniel Abraham,3,https://tinyurl.com/2vhf5r7f
272,A Game of Thrones: the graphic novel volume 4,George R. R. Martin adapted by Daniel Abraham,4,https://tinyurl.com/4j9u383d
,A Gathering of Old Men,Ernest J Gaines,4,https://drive.google.com/file/d/1b-XAuOVuKrljZa5wn9jwbmbBI-uhyNna/view?usp=drive_link
303,A Good Kind of Trouble,Lisa Moore Ramee,1,https://tinyurl.com/yncf25n8
,A House for Everyone: A Story To Help Children Learn About Gender Identity and Gender Expression,Jo Hirst,2,https://drive.google.com/file/d/1amry45QmHYV-9QcGtiwUfyU3fSGozt8r/view?usp=drive_link
51,A is for Activist,Innosanto Nagara,1,https://drive.google.com/file/d/1Mzv-CM5_h9oUWw95J2prqb9TxfV0mdi6/view?usp=drive_link
417,A Kids Book About Being Inclusive,Ashton Mota and Rebekah Bruesehoff,1,https://drive.google.com/file/d/1fuq40vgdTT7su3yu8DDbRQgn7BYUgV04/view?usp=drive_link
418,A Kids Book About Feminism,Emma Mcilroy,1,https://drive.google.com/file/d/1SI0sqpdnbkhlDnOevwV_SDnoFTOzDjf9/view?usp=drive_link
,A Kid's First Book About Sex,Joani Blank,2,https://drive.google.com/file/d/1BTiaPZH4Nm04lCoF8DQDCpO5Fn-Z-lGT/view?usp=sharing
411,A Kingdom of Flesh and Fire,Jennifer L. Armentrout,4,https://drive.google.com/file/d/10p8aVlFAItnSZPZ1F1nDRUVTAlg66a0x/view?usp=drive_link
443,A Lesson in Vengeance,Victoria Lee,3,https://drive.google.com/file/d/1bWok4QZ--vgPYFcXwK0sJ4BmrMMwy_eZ/view?usp=share_link
,A Light in the Flame,Jennifer L Armentrout,4,
452,A Love Story Starring My Dead Best Friend,Emily Horner,2,https://drive.google.com/file/d/1uy9yDczRMOQkUsFHbH8w1iRJKHHREg_2/view?usp=share_link
,A Map for Falasteen: A Palestinian Child's Search for Home,Maysa Odeh,1,https://drive.google.com/file/d/1yz3KQpluCFSlx_QCSMkoRdjHpClYWlAS/view?usp=sharing
,A Marvelous Light,Freya Marske,5,https://drive.google.com/file/d/1pNDIX2iwE-MFv8eW_gjUV4Ge0YNho19b/view?usp=sharing
,A Plan for Pops,Heather Smith,1,https://drive.google.com/file/d/1yGLHAqBxj-3fNjiSsr-2PG_KWYVazhh5/view?usp=sharing
,A Power Unbound,Freya Marske,5,https://drive.google.com/file/d/1a7g3yiQr28SBRlep_AXIpQuE34-NBteo/view?usp=sharing
598,A Quick & Easy Guide to Queer and Trans Identities,Mady G. and Jules Zuckerberg,2,https://drive.google.com/file/d/1LtYFwB-OT9BpodR55DFO2VsYChlFqonr/view?usp=share_link
596,A Quick & Easy Guide to Sex & Disability,A. Andrews,3,https://drive.google.com/file/d/1BZ26-y4ohyq4qy4BKL7H7xN4cnNxGYD8/view?usp=share_link
600,A Quick & Easy Guide to They/Them Pronouns,Archie Bongiovanni and Tristan Jimerson,1,https://drive.google.com/file/d/1oGdsQVcqi735Wv25LzDBECQQKSbT6TBW/view?usp=share_link
,A Restless Truth,Freya Marske,5,https://drive.google.com/file/d/1pUDYNEeE_8W25m2xgvE3zCMsyS-OfGnY/view?usp=sharing
,A Shadow in the Ember,Jennifer Armentrout,4,
630,A Sin Such as This,Ellen Hopkins,4,https://drive.google.com/file/d/1aZMkf1CUJribvU7iHTypeEHntVKm1itx/view?usp=drive_link
,A Soul of Ash and Blood,Jennifer Armentrout,4,
,A Spark of Light,Jodi Picoult,4,https://drive.google.com/file/d/16mH9aLbTWI4CSzvmOU2BNEN5qfheGRpM/view?usp=drive_link
627,A Stolen LIfe,Jaycee Dugard,5,https://drive.google.com/file/d/1hHY0NohKtv13yxRKi6XR3G0LMvCZM2_H/view?usp=drive_link
,A Swift Pure Cry ,Siobhan Dowd,3,https://drive.google.com/file/d/10ax4VNEI5icPgRQT1sVagvhOymx-FrH4/view?usp=drive_link
52,A to Z Animal Mysteries: Cougar Clues,Kayla Whaley,1,https://drive.google.com/file/d/1f-C0st0HzRV6v17nAK9NUxT3NNjZpjSn/view?usp=drive_link
731,A Touch of Blue,Tory Christie,1,https://drive.google.com/file/d/1SJp0cjipanX85iI06VDEA3rooHVKYERP/view?usp=drive_link
,A Tree Grows in Brooklyn,Betty Smith,4,
746,"A Very, Very Bad Thing",Jeffery Self,2,https://drive.google.com/file/d/1m_5ifobIiLjkQvLqoLD3bXPUT6N1OFih/view?usp=drive_link
62,"Aaron Slater, Illustrator",Andrea Beaty,0,https://drive.google.com/file/d/1jz_4QHAFm-jNslytM1qVgYvhSrkqwhMQ/view?usp=drive_link
63,ABC Let's Celebrate You & Me,Sugar Snap Studio,0,https://drive.google.com/file/d/1xzhHUheKqqg7p9v33dNPtiWW0BbNfb1K/view?usp=drive_link
54,Ablaze with Color: A Story of Painter Alma Thomas,Jeanne Walker Harvey,1,https://drive.google.com/file/d/1yo6zdOtbyOHpFCwlMk2AlO0UG7Zu9JLE/view?usp=drive_link
10,Ace Voices,Eris Young,3,https://drive.google.com/file/d/1puczh6PDN2kI7uw9bmtfrsTIyvisD18h/view?usp=drive_link
64,"Ada Twist, Scientist",Andrea Beaty,0,https://drive.google.com/file/d/1dFNdgM8BO9IgzUbR9d55UziQsKAyweoU/view?usp=drive_link
,Adam,Ariel Schrag,5,https://drive.google.com/file/d/1rLmzrOSzo4-UsFo3SnD2fpr_VE9wHigp/view?usp=sharing
2,Adjustment Day,Chuck Palahniuk,4,https://drive.google.com/file/d/1FP9wNnHcoZSBLtTgSv38U5tpVDk2bFfn/view?usp=drive_link
65,Advocating for Yourself,Abby Colich,0,https://drive.google.com/file/d/1VNRf0vPCKH81gb2e2DJnlIOW09682NR-/view?usp=drive_link
31,After,Amy Efaw,4,https://drive.google.com/file/d/1vgrNyWkd_HBi-UKeT429-fIhLmOXdy-L/view?usp=drive_link
,After,Anna Todd,2,https://drive.google.com/file/d/1s37QJMvLYI3GLg7JtX4OrkDBZBBLprP4/view?usp=sharing
,After Ever Happy,Anna Todd,5,https://drive.google.com/file/d/1S9AJ3kR7fMoLayQmw-G1qNc4a-2pqq4g/view?usp=sharing
,After Midnight,Elle Kennedy,5,
,After We Collided,Anna Todd,5,
,After We Fell,Anna Todd,5,https://drive.google.com/file/d/1-oarGjgGgF0JUZINrTaZcyKGyqjZUMFX/view?usp=sharing
32,Al Capone Does My Shirts,Gennifer Choldenko,2,https://drive.google.com/file/d/1Yf3mq0m5mwDSzTd8yYGd_kpCFpe9irQg/view?usp=drive_link
55,Alice Austen Lived Here,Alex Gino,1,https://drive.google.com/file/d/1nN6Xv1wftnXiuiRbcDgQdk5v3h3mh6L8/view?usp=drive_link
,Alice On the Outside,Phyllis Reynolds Naylor,2,https://drive.google.com/file/d/1IcLliRe2uPWT130CklXL_fVsE1h4sDDQ/view?usp=sharing
33,All American Boys,Jason Reynolds and Brendan Kiely,2,https://drive.google.com/file/d/1ikCJZyrsm_EO6DVmXG3_VRTi6DryAYdh/view?usp=drive_link
56,All Because You Matter,Tami Charles,1,https://drive.google.com/file/d/1_pJEbDoukj5XzEz91OEbp-2hwG3XE3EL/view?usp=drive_link
3,All Boys Aren't Blue,George M. Johnson,4,https://drive.google.com/file/d/1bK68xowpVNmeTabFqzf-NiZIAg22bEgE/view?usp=drive_link
,All My Rage,Sabaa Tahir,3,https://drive.google.com/file/d/1bZukkH8zhH-bDONAHV800zu8FMGQgv-V/view?usp=drive_link
,All Played Out,Cora Carmack,5,
34,All the Bright Places,Jennifer Niven,2,https://drive.google.com/file/d/1ewopLlEV5eGGm5DZwuGviHsEMuVpWRQ0/view?usp=drive_link
,All the Light We Cannot See , Anthony Doerr,4,https://drive.google.com/file/d/19aiaFZ2zaT7XifOsB0_uenzeMwP9p-Tx/view?usp=sharing
11,All the Things We Do in the Dark,Saundra Mitchell,3,https://drive.google.com/file/d/1HPBOXuUyiTJL1k3024vhbdba5ekoodyJ/view?usp=drive_link
,All the Ugly and Wonderful Things,Bryn Greenwood,5,https://drive.google.com/file/d/1_lfx_IeyBeZ6wkdg-JFxILOT0bLuy0Sq/view?usp=sharing
,All This Twisted Glory,Tahereh Mafi,4,https://drive.google.com/file/d/1-R2DzOXP-YfZgchJO2IdU_yVqz5jtN_g/view?usp=sharing
,All Together Dead,Charlaine Harris,4,https://drive.google.com/file/d/1ATbbbhFkpJ2UjeMxMpP0DeMnC3EgX0u6/view?usp=sharing
4,All Your Perfects,Colleen Hoover,4,https://drive.google.com/file/d/15LYsma6tzr-pMEEp_ovveRGmYL28FAkR/view?usp=drive_link
12,Allegedly,Tiffany Jackson,3,https://drive.google.com/file/d/1-7ydS6IkXePOnLU9eCS_YPiPIsgynBBK/view?usp=drive_link
35,All's Faire in Middle School,Victoria Jamieson,2,https://drive.google.com/file/d/1bl_ZrHAqCQV88XRfqCZ3Xk2V5-Qf3BL5/view?usp=drive_link
66,Alma and How She Got Her Name,Juana Martinez-Neal,0,https://drive.google.com/file/d/140g3B338wWxPU_T_BM0ZREfq9V4SGF9d/view?usp=drive_link
13,Almost Perfect,Brian Katcher,3,https://drive.google.com/file/d/1fahPc0ecN7PwK3Z95YVsJyEhRSJ2crn6/view?usp=drive_link
36,Alt Ed,Catherine Atkins,2,https://drive.google.com/file/d/1g04kWvJ2iQn7mLsejPaRzwqq79OKfndL/view?usp=drive_link
14,America,E.R. Frank,3,https://drive.google.com/file/d/17xfM7l9mE_ePvykpAPcySfgB4-G6K3_T/view?usp=drive_link
,American Gods,Neil Gaiman,5,https://drive.google.com/file/d/1P5UT5Xq-jIrPIRFGLuWgslj9_OVrB5ZY/view?usp=sharing
37,American Like Me,America Ferrera,2,https://drive.google.com/file/d/1s9PErT7s31KRaPaND_WIMkqVy--TfC64/view?usp=drive_link
1,American Psycho,Bret Easton Ellis,5,https://drive.google.com/file/d/1zn-pUINMqMPVagWfMHKFbp2bs4biCk9Q/view?usp=drive_link
,Americanah,Chimamanda N Adichie,4,https://drive.google.com/file/d/1CVjZIbQ8qu6pdbHcecnNyPA48XtGE5b8/view?usp=sharing
53,An ABC of Equality,Chana Ginelle Ewing,1,https://drive.google.com/file/d/18TZOHTPGx97utnVE3dVODGyCrxtABbIq/view?usp=drive_link
,An Abundance of Katherines ,John Green,3,https://drive.google.com/file/d/1XkiSz44-qVzQBo4l0zdqVDkY5Rjr6nIS/view?usp=sharing
57,An American Story,Kwame Alexander,1,https://drive.google.com/file/d/185OXrc-DknElWVQmnCBNiq8yEC6MLoJy/view?usp=drive_link
67,An Ordinary Day,Elana K. Arnold,0,https://drive.google.com/file/d/1uRfLlfmNLtzwD1We8KsJAsskAEXQtY5M/view?usp=drive_link
556,An Ordinary Day,Elana K. Arnold,0,https://drive.google.com/file/d/13mGRf1PgUJU55e0jtaMg1v_WuIVNumX1/view?usp=drive_link
,An Untamed State: A Novel,Roxane Gay,5,
6,Anatomy of a Boyfriend,Daria Snadowsky,4,https://drive.google.com/file/d/1YGt5Dt7svaqGHByDMOMp2uRClPDtOWdy/view?usp=drive_link
7,Anatomy of a Single Girl,Daria Snadowsky,4,https://drive.google.com/file/d/1O2Qch_N8GLkiHOxvkKuKDTv0E9FPEI-_/view?usp=drive_link
58,And Tango Makes Three,Justin Richarson and Peter Parnell,1,https://drive.google.com/file/d/1l3kRjtJRjPPH4TRyCQvUy96MbL55Y978/view?usp=drive_link
38,And Then I Turned Into a Mermaid,Laura Kirkpatrick,2,https://drive.google.com/file/d/10fgzIXGNShTmdYhMHLpewEL4juXWiL-z/view?usp=drive_link
8,And They Lived...,Steven Salvatore,4,https://drive.google.com/file/d/1xTs8gTcgWinudB02eKFFW7XScQAVKVAw/view?usp=drive_link
,Angry Girls Will Get Us Through,Rebecca Traister,3,
39,"ANGUS, THONGS, AND FULL-FRONTAL SNOGGING",Louise Rennison,2,https://drive.google.com/file/d/1yp6jbcaY_2-cF8-FZfMFszL2m2BSMN0_/view?usp=drive_link
40,Anne An Adaptation of Anne of Green Gables (Sort Of),Kathleen Gros,2,https://drive.google.com/file/d/1aMtY9qFN4WW7bVM7mwUJTF_8sMIQ3JZR/view?usp=drive_link
41,Anne Frank's Diary: The Graphic Adaptation,Ari Folman and David Polonsky,2,https://drive.google.com/file/d/1tVfxjBIR0Pd5iOW9FV3CRa1CUWHuncVC/view?usp=drive_link
,Annexed: A Novel,Sharon Dogar,3,
,Another Day,David Levithan,3,https://drive.google.com/file/d/1TXvxzZsv-XgzswzwBugI-IJGdadK7hCV/view?usp=sharing
,Answers in the Pages,David Levithan,2,https://drive.google.com/file/d/11OxZVnpMHEXdOqJRuOUMMFuFOnT62v0D/view?usp=sharing
59,Antiracist Baby,Ibram X. Kendi,1,https://drive.google.com/file/d/18ie0bdP4wsgS16knAjjHgiiZnYybluxx/view?usp=drive_link
60,Antonio's Card,Rigoberto Gonzalez,1,https://drive.google.com/file/d/1jeVaxPLYoLL3N3zBmhWw3LishEKgdE2M/view?usp=drive_link
43,Any Body: A Comic Compendium of Important Facts and Feelings About Our Bodies,Katharina von der Gathen,2,https://drive.google.com/file/d/1cqOgOWUmRBrOsEd7_dZeyXs7ZX7grg5h/view?usp=drive_link
,Apt Pupil,Stephen King,5,https://drive.google.com/file/d/1NjZBzGFNP3wPtTbfJtSzsa8la9MT-5ti/view?usp=sharing
44,Arden Grey,Ray Stoeve,2,https://drive.google.com/file/d/1W7TTzdEbBsDdAFifnhj31ZPUpeMdA3ld/view?usp=drive_link
,Are We There Yet? , David Levithan,2,https://drive.google.com/file/d/1wC0oBmmfNAJKqIsGvrWXlTHmwX4rY1LE/view?usp=sharing
61,Are You a Boy or Are You a Girl?,Sarah Savage and Fox Fisher,1,https://drive.google.com/file/d/1klsUYR8tJhRvSAd7oNKbxcwy2-nduRLK/view?usp=drive_link
68,Are You a Butterfly?,Judy Allen and Tudor Humphries,0,https://drive.google.com/file/d/1T9AIn8jWYgn3KodJu0tzYYATUJCDHPRU/view?usp=drive_link
69,Are You an Ant?,Judy Allen and Tudor Humphries,0,https://drive.google.com/file/d/1gF5Jv77rtGIEcuNrm_wpo8_d_zzk3cca/view?usp=drive_link
9,Are You My Mother: A Comic Drama,Alison Bechdel,4,https://drive.google.com/file/d/1rJV6r3Z3ZxV30lONOxMES44ny5f46Ogu/view?usp=drive_link
,"Are You There, God?  It's Me Margaret",Judy Blume,2,https://drive.google.com/file/d/1ROj3gTnFV9XqYuyJXsO_QMQLnuLhDhNK/view?usp=drive_link
,As She Fades,Abbi Glines,4,
45,As The Crow Flies,Melanie Gillman,2,https://drive.google.com/file/d/1wNq0sf-LocB_2T4HBN1Tl30pgMuoZrHw/view?usp=drive_link
,Ashes,Ilsa J. Bick,4,https://drive.google.com/file/d/1_HtOfQQIDnNNvmA2pYUvmIYLbzQb4w8H/view?usp=sharing
17,Ask the Passengers,A.S. King,3,https://drive.google.com/file/d/1gwc2MPXi6FTGS-toMGb9jLWFyQ7_UTUG/view?usp=drive_link
20,Assassination Classroom Volume 1,Yusei Matsui,3,https://drive.google.com/file/d/1_rqINznAic65jt0-CZaDzW0WhngfaUD8/view?usp=drive_link
28,Assassination Classroom Volume 11,Yusei Matsui,3,https://drive.google.com/file/d/1f7exaFpO6s5O4TJNo1m2sZ8-NG-T9d5A/view?usp=drive_link
21,Assassination Classroom Volume 2,Yusei Matsui,3,https://drive.google.com/file/d/1WCz0ykg_OfsfoGSspE-GUmwJYc6IfPOg/view?usp=drive_link
22,Assassination Classroom Volume 3,Yusei Matsui,3,https://drive.google.com/file/d/135Qr3nnIwRCZS_LKk_ob5Vsjv174LNAW/view?usp=drive_link
23,Assassination Classroom Volume 4,Yusei Matsui,3,https://drive.google.com/file/d/1robf9QgE0GVdL2ieBePkSUl_Vqy_GCxw/view?usp=drive_link
24,Assassination Classroom Volume 5,Yusei Matsui,3,https://drive.google.com/file/d/1vDWmgy9WytAakVuapqp-7i2xcmlZ09KD/view?usp=drive_link
25,Assassination Classroom Volume 6,Yusei Matsui,3,https://drive.google.com/file/d/1uZmvhNVSN-ti5Ewo0KOUNtfQiG6Lt1Om/view?usp=drive_link
26,Assassination Classroom Volume 7,Yusei Matsui,3,https://drive.google.com/file/d/13VNE6FpQ0XfjBVui8euChibvNXZle08A/view?usp=drive_link
27,Assassination Classroom Volume 8,Yusei Matsui,3,https://drive.google.com/file/d/1OuCbFuG7X9ycnz4l9T_55AGSkreouqSH/view?usp=drive_link
49,Attack of the Black Rectangles,Amy Sarig King,2,https://drive.google.com/file/d/1hq-PxW_xWBlGIw4xfiOsYKrkGseqyFba/view?usp=drive_link
29,Autoboyography,Christina Lauren,3,https://drive.google.com/file/d/1rIMVn_UshpvS7Nf0ATSSDnUObKKBDr35/view?usp=drive_link
,Aways the Almost,Edward Underhill,3,
124,Bad Boy: A Memoir,Walter Dean Myers,0,https://drive.google.com/file/d/1t_oxjgAGzvGX-zhK1aXG4TNi-QiEYRO2/view?usp=drive_link
,Bad for You ,Abbi Glines,5,
,Bad Girl Reputation,Elle Kennedy,4,https://drive.google.com/file/d/1ab6qEwPdNqH1o3cj9YBCtMrOnoYZ_cOK/view?usp=drive_link
,Bad Girls with Perfect Faces, Lynn Weingarten,4,
,Bag of Bones,Stephen King,5,https://drive.google.com/file/d/1pky6FfhDMx5iLcjpTEUB9bi__twR8JgF/view?usp=drive_link
111,Ballet Kids,Holly Sterling,1,https://drive.google.com/file/d/1NbEkEPjyfSy1NVFRlM3T7IS2Ccb3b-FA/view?usp=drive_link
112,Ban This Book,Alan Gratz,1,https://drive.google.com/file/d/1d501tread7Fn5LY9Gz8xdv7UPdSXxB7d/view?usp=drive_link
90,Banned Book Club,Kim Hyun and Ryan Estrada,2,https://drive.google.com/file/d/1fg9RnOc08pd51VyEeiF31rT803nFwHcb/view?usp=drive_link
113,Baseball Saved Us,Ken Mochizuki,1,https://drive.google.com/file/d/1MPPPdRAuxL9f8-5ljFfYeZf880subZwv/view?usp=drive_link
114,Bathe the Cat,Alice B. McGinty,1,https://drive.google.com/file/d/1DAzMHflCcJpspcjUDiuophjzjF9R_Wnt/view?usp=drive_link
92,Be Amazing: A History of Pride,Desmond Is Amazing,2,https://drive.google.com/file/d/10jW3MGD0DVglwrpp5VHY5onIbMqwcG-4/view?usp=drive_link
93,Be Prepared,Vera Brosgol,2,https://drive.google.com/file/d/1p3XpnJVhDFjzFDAHR-hTl2iAw6vjqvRV/view?usp=drive_link
125,Be Who You Are,Todd Parr,0,https://drive.google.com/file/d/13mbFebTgVyG6TUcAafUPHQRG7Ba6tQy8/view?usp=drive_link
115,Be Who You Are!,Jennifer Carr,1,https://drive.google.com/file/d/1UPcZPR4QpvFrhxkO7g9HEi7yvS8afaz8/view?usp=drive_link
,Be With Me,Jennifer Armentrout,5,https://drive.google.com/file/d/1TrzgzGLyUhYGa9fXapVi2qg8Oc4tgi7h/view?usp=sharing
126,Bea by the Sea,Jo Byatt,0,https://drive.google.com/file/d/1XJsOgxMRrFtiRM9a8kUc-lzImZdmFBXA/view?usp=drive_link
,Beartown,Fredrik Backman,3,https://drive.google.com/file/d/1M1xsDZ6utv4LANDECjuVts7zWmja8DEP/view?usp=sharing
71,Beautiful,Amy Reed,4,https://drive.google.com/file/d/1pkxI9Z6t7EW5Go91DROVAJFSoI7g4NMM/view?usp=drive_link
72,Beautiful Bastard,Christina Lauren,4,https://drive.google.com/file/d/1hFymA4ZU4k0O57_BHZDWWsOIePnPaBv8/view?usp=drive_link
73,Beautiful Disaster,Jamie McGuire,4,https://drive.google.com/file/d/1ak0HvqYC7Fmo5u1R2wvK8h2PrujFLIjb/view?usp=drive_link
,Beautiful Redemption,Jamie McGuire,4,https://drive.google.com/file/d/183M07gLDo4GHbDQbTzj4k0H50OLzoSNG/view?usp=drive_link
,Beautiful Sacrifice,Jamie McGuire,4,https://drive.google.com/file/d/1nMjygnKuLfxF8HQ6PHkWGuWSEbylK87G/view?usp=drive_link
,Beautiful You ,Chuck Palahniuk,5,https://drive.google.com/file/d/1ptRtY7DcMYcnSCTUhQKoj2dv18f7nlca/view?usp=drive_link
,Because I'm Worth It ,Cecily von  Ziegesar,4,https://drive.google.com/file/d/1U8ti7R_OVqxR-MFR9_4_FLzagjXDLrp1/view?usp=sharing
94,Beetle and the Hollowbones,Aliza Layne,2,https://drive.google.com/file/d/1I2vosp3Vb81GfRLzYmbAPzably0gwp79/view?usp=drive_link
,Before,Anna Todd,5,https://drive.google.com/file/d/17QiKv7-M9A7s72E8sdmFzOQdCFMe3wBT/view?usp=sharing
95,Before We Disappear,Shaun David Hutchinson,2,https://drive.google.com/file/d/1ykCzoCXNIN3yEK2Hw1AYZH9EAagYmoAN/view?usp=drive_link
96,Being Jazz: My Life as a Transgender Teen,Jazz Jennings,2,https://drive.google.com/file/d/14zsHZuVeQnceYHUUm_LveWzSuCShN8n3/view?usp=drive_link
116,Being You: A First Conversation About Gender,Megan Madison and Jessica Ralli,1,https://drive.google.com/file/d/1GR3e9N9geT46T9u_ockV6X3s18T4fnjZ/view?usp=drive_link
80,Beloved,Toni Morrison,3,https://drive.google.com/file/d/18EyVe5LpTYRlIAxqLKiuLtgZCHw7MYIo/view?usp=drive_link
,Better Than the Movies,Lynn Painter,3,https://drive.google.com/file/d/1tWRZw3H2KH5_D2uTxBbhZ6Mn_AacTk7S/view?usp=drive_link
97,Beyond Magenta: Transgender Teens Speak Out,Susan Kuklin,2,https://drive.google.com/file/d/1AJV_J88JqJUCxicCy209iLTDeLAX2cK8/view?usp=drive_link
98,Beyond The Gender Binary,Alok Vaid-Menon,2,https://drive.google.com/file/d/1E9Wqk523kWl9yEKggBWdznm1Owr-WW7A/view?usp=drive_link
,Big Nate: Nailed It,Lincoln Peirce,2,https://drive.google.com/file/d/1tfVjwbgJIgjeQE1a_77UE-MtNyCjMAwM/view?usp=sharing
100,Big Nate: Payback Time!,Lincoln Peirce,2,https://drive.google.com/file/d/1M-oUhEbVK-adFOoBDjdp5X4fHoIKKX9_/view?usp=drive_link
117,Big Wig,Jonathan Hillman,1,https://drive.google.com/file/d/16IzB5n6rxENFxu2yoVQkOqMh-kL4lPxT/view?usp=drive_link
